Ordinal,Make,Model,Year,Nickname,Division,Country,PI,S,B,H,A,Pwr kW, Pwr PS,Pwr hp,Mass kg,Mass lb,Trq N.m,Trq ft-lb,Drvtr.,Eng.pos.,Dsp.,Cfg.,Cyl.,Ind.,Type,Doors,Topless,Steer.pos.
2981,Ford,Escort RS Turbo,1986,Ford Escort '86,Hot Hatch Icons,USA,290,1,1.4,1.6,1.9,97,132,130,977,2154,180,133,FWD,F,1.6,I,4,T,Factory,2,False,R,Door23
3181,Ford,Mustang SVO,1986,Ford Mustang '86,Sport Touring Classics,USA,314,1.9,1.9,2.2,2,149,203,200,1373,3027,325,240,RWD,F,2.3,I,4,T,Factory,2,False,L,Door23
2868,Ford,#6 Zakspeed Roush Mustang IMSA GT,1982,Ford #6 Mustang,GTX Sportscars,USA,810,4.5,6.2,6.4,5.6,395,537,530,898,1980,448,330,RWD,F,1.4,I,4,T,Race,2,False,L,Door23
2125,Ford,#2 Zakspeed Racing Capri Turbo,1981,Ford #2 Capri,GTX Sportscars,USA,799,4.6,6.2,6.5,5.2,369,502,495,895,1973,402,296,RWD,F,1.4,I,4,T,Race,2,False,L,Door23
2158,Ford,Fiesta XR2,1981,Ford Fiesta '81,Hot Hatch Icons,USA,243,1,1.2,1.2,1.2,63,86,84,840,1852,123,91,FWD,F,1.6,I,4,NA,Factory,2,False,R,Door23
1302,Ford,Escort RS1800,1977,Ford Escort '77,Vintage Sport Compact,USA,267,1,1.3,1.3,1.7,86,117,115,901,1986,171,126,RWD,F,1.8,I,4,NA,Factory,2,False,R,Door23
1580,Ford,Escort RS1600,1973,Ford Escort '73,Vintage Sport Compact,USA,263,1,1.2,1.2,1.7,85,116,114,870,1918,149,110,RWD,F,1.6,I,4,NA,Factory,2,False,R,Door23
1278,Ford,XB Falcon GT,1973,Ford Falcon '73,Vintage Muscle,USA,337,2,1.3,1.2,2.8,224,305,300,1382,3047,515,380,RWD,F,5.8,V,8,NA,Factory,2,False,R,Door23
3436,Ford,#15 Mustang Boss 302 Trans Am,1970,Ford #15 Mustang,Vintage Trans Am,USA,584,3,3.7,3.5,3.2,343,466,460,1470,3241,489,361,RWD,F,4.9,V,8,NA,Race,2,False,L,Door23
1668,Ford,Mustang Boss 302,1969,Ford Mustang '69,Vintage Muscle,USA,343,2.7,1.3,1.4,2.4,216,294,290,1474,3250,393,290,RWD,F,4.9,V,8,NA,Factory,2,False,L,Door23
2614,Ford,Mustang GT 2+2 Fastback,1968,Ford Mustang '68,Vintage Muscle,USA,297,3,1,1,2.3,242,329,325,1609,3547,579,427,RWD,F,6.4,V,8,NA,Factory,2,False,L,Door23
2792,Ford,#2 GT40 Mk II Le Mans,1966,Ford GT40 Mk II,Vintage Le Mans Prototypes,USA,728,6,4.3,4.6,5,362,492,485,1217,2683,644,475,RWD,MR,7,V,8,NA,Race,2,False,R,Door23
1486,Ford,Lotus Cortina,1966,Ford Cortina '66,Vintage Sport Compact,USA,248,1,1.1,1.1,1.4,86,117,115,934,2059,146,108,RWD,F,1.6,I,4,NA,Factory,2,False,L,Door23
1355,Ford,Mustang GT Coupe,1965,Ford Mustang '65,Vintage Muscle,USA,338,2.3,1.1,1.2,2.9,202,275,271,1162,2562,423,312,RWD,F,4.7,V,8,NA,Factory,2,False,L,Door23
2980,Ford,GT40 MKI,1964,Ford GT40 Mk I,Vintage Le Mans Prototypes,USA,691,5.3,4,4.4,4.4,291,396,390,1005,2216,427,315,RWD,MR,4.7,V,8,NA,Race,2,False,R,Door23
3523,Formula Drift,#151 Toyota GR Supra,2020,#151 FD Supra,Formula Drift,USA,801,4.1,4.2,4.4,5.7,770,1047,1033,1432,3157,1232,909,RWD,F,3,I,6,T,Race,2,False,L,Door23
2996,Formula Drift,#13 Ford Mustang,2015,#13 Ford Mustang,Formula Drift,USA,767,3.3,4.1,4.2,5.6,735,999,986,1388,3060,1128,832,RWD,F,5,V,8,CS,Race,2,False,L,Door23
3003,Formula Drift,#43 Dodge Viper SRT10,2006,#43 Dodge Viper,Formula Drift,USA,816,6.1,4.6,4.7,6.1,1007,1369,1350,1297,2859,1900,1401,RWD,F,8.3,V,10,TT,Race,2,False,L,Door23
3000,Formula Drift,#777 Nissan 240SX,1997,#777 Nissan 240,Formula Drift,USA,799,5,3.9,4.1,6.5,938,1275,1258,1391,3067,1372,1012,RWD,F,7,V,8,PDS,Race,2,False,L,Door23
3460,Ginetta,#6 Team LNT Ginetta G60-LT-P1,2019,Ginetta #6 G60,Forza P1,GBR,981,7.1,10,10,8.1,537,730,720,886,1953,850,627,RWD,MR,2.4,V,6,TT,Race,2,False,L,Door23
3429,Ginetta,G40 Junior,2019,Ginetta G40 Jr,Forza Touring Cars,GBR,300,1,2.8,2.8,1.6,75,102,101,864,1905,140,103,RWD,F,1.8,I,4,NA,Race,2,False,R,Door23
3427,Ginetta,G55 GT4,2019,Ginetta G55 GT4,Forza GT,GBR,723,3.4,5.3,5.4,4.7,283,385,380,1165,2568,434,320,RWD,F,3.7,V,6,NA,Race,2,False,L,Door23
3599,Gordon Murray Automotive,T.50,2022,GMA T.50,Modern Exotic GT,GBR,859,8.2,6.2,6.1,6.3,489,665,656,1017,2242,467,344,RWD,MR,4,V,12,NA,Factory,2,False,C,Door23
2796,Holden,#22 Walkinshaw Performance VF Commodore,2017,Holden #22 VF,Forza GT,AUS,785,5,5.5,5.5,5.9,462,628,620,1410,3109,649,479,RWD,F,5,V,8,NA,Race,4,False,R,Door45
2203,Holden,VL Commodore Group A SV,1988,Holden VL '88,Sport Touring Classics,AUS,359,3.1,1.7,1.8,2.4,180,245,241,1415,3120,380,280,RWD,F,5,V,8,NA,Factory,4,False,R,Door45
1533,Holden,Torana A9X,1977,Holden Torana 77,Vintage Sport Compact,AUS,298,1.4,1,1.1,2.6,161,219,216,1183,2608,400,295,RWD,F,5,V,8,NA,Factory,2,False,R,Door23
2417,Holden,HQ Monaro GTS 350,1973,Holden Monaro 73,Vintage Muscle,AUS,321,1.3,1.1,1.2,2.6,205,279,275,1429,3150,488,360,RWD,F,5.7,V,8,NA,Factory,2,False,R,Door23
1511,Holden,Monaro GTS 327,1968,Holden Monaro 68,Street Drag Racers,AUS,282,1.3,1,1,2.4,186,253,249,1488,3280,441,325,RWD,F,5.4,V,8,NA,Factory,2,False,R,Door23
3545,Honda,#73 LA Honda World Racing Civic,2020,Honda #73 Civic,Forza Touring Cars,JPN,693,2.9,5.3,5.4,4.3,254,345,341,1305,2877,420,310,FWD,F,2,I,4,T,Race,4,False,L,Door45
2870,Honda,Civic Type R,2018,Honda Civic '18,Modern Hot Hatch,JPN,571,4.9,2.8,3.1,3.5,228,310,306,1414,3117,400,295,FWD,F,2,I,4,T,Factory,4,False,L,Door45
2005,Honda,S2000 CR,2009,Honda S2000 '09,Modern Sport Compact,JPN,405,3,2.2,2.5,2.4,177,241,237,1276,2813,220,162,RWD,F,2.2,I,4,NA,Factory,2,False,L,Door23
411,Honda,NSX-R,2005,Honda NSX-R '05,Sport GT Icons,JPN,524,4.4,2.7,3,3.3,216,294,290,1270,2800,305,225,RWD,MR,3.2,V,6,NA,Factory,2,False,R,Door23
302,Honda,Civic Type R,2004,Honda Civic '04,Modern Hot Hatch,JPN,379,2.5,1.8,2.1,2.2,158,215,212,1190,2624,202,149,FWD,F,2,I,4,NA,Factory,2,False,R,Door23
2817,Honda,Prelude Type SH,2000,Honda Prelude,Early Sport Compact,JPN,312,2,1.5,1.7,2.1,149,203,200,1380,3042,212,156,FWD,F,2.2,I,4,NA,Factory,2,False,L,Door23
1273,Honda,Civic Type R,1997,Honda Civic '97,Hot Hatch Icons,JPN,348,2.6,1.6,1.9,2.2,136,185,182,1090,2403,160,118,FWD,F,1.6,I,4,NA,Factory,2,False,R,Door23
412,Honda,NSX-R,1992,Honda NSX-R '92,Sport GT Icons,JPN,502,4,2.5,2.8,3.2,206,280,276,1230,2712,294,217,RWD,MR,3,V,6,NA,Factory,2,False,R,Door23
320,Honda,CR-X SiR,1991,Honda CR-X '91,Hot Hatch Icons,JPN,305,1.9,1.7,2.1,1.7,118,160,158,980,2161,152,112,FWD,F,1.6,I,4,NA,Factory,2,False,R,Door23
2205,Honda,S800,1970,Honda S800 '70,Sport Coupe Icons,JPN,210,1,1.3,1.2,1.1,52,71,70,710,1565,65,48,RWD,F,0.8,I,4,NA,Factory,2,True,L,Door23
2265,Honda,RA300,1967,Honda RA300,Formula 60s,JPN,747,4.9,4.3,4.1,7.2,313,426,420,590,1301,300,221,RWD,MR,3,V,12,NA,Race,0,True,C,Open
2131,HSV,GEN-F GTS,2014,Holden GEN-F '14,Modern Sport Touring,AUS,560,5.7,2.7,2.5,4,430,585,577,1881,4147,739,545,RWD,F,6.2,V,8,PDS,Factory,4,False,R,Door45
2582,HSV,GTSR,1996,Holden GTSR '96,Sport Touring Classics,AUS,416,3.6,1.9,2,2.7,230,313,308,1629,3591,475,350,RWD,F,5.7,V,8,NA,Factory,4,False,R,Door45
3532,Hyundai,#98 Bryan Herta Autosport Veloster N,2020,#98 Veloster,Forza Touring Cars,KOR,692,3.3,5.2,5.4,4.3,261,355,350,1315,2899,460,339,FWD,F,2,I,4,T,Race,2,False,L,Door23
2872,Hyundai,Veloster N,2019,Veloster N '19,Modern Hot Hatch,KOR,468,3.6,2.6,2.7,2.7,205,279,275,1409,3106,353,260,FWD,F,2,I,4,T,Factory,2,False,L,Door23
3802,Hyundai,Veloster N Forza Edition,2019,Veloster FE '19,Modern Hot Hatch,KOR,497,2.8,3.3,3.5,2.6,206,280,276,1444,3183,354,261,FWD,F,2,I,4,T,Upgraded,2,False,L,Door23
2166,Infiniti,Q50 Eau Rouge,2014,Infiniti Q50 '14,Sport Luxury,USA,663,7.3,2.9,2.6,4.8,418,568,561,1825,4023,600,443,AWD,F,3.8,V,6,TT,Factory,4,False,L,Door45
1663,Infiniti,IPL G Coupe,2012,Infiniti IPL '12,Modern Sport Touring,USA,442,4.3,2.3,2.3,2.8,259,352,347,1686,3717,375,277,RWD,F,3.7,V,6,NA,Factory,2,False,L,Door23
350,Infiniti,G35 Coupe,2003,Infiniti G35 '03,Sport Touring Classics,USA,415,4.4,2.1,2.3,2.6,209,284,280,1558,3435,366,270,RWD,F,3.5,V,6,NA,Factory,2,False,L,Door23
2162,Jaguar,F-Type R Coupé,2015,Jag. F-Type R 15,Modern Sport Coupe,GBR,646,6.4,3.2,2.9,4.7,410,557,550,1650,3638,681,502,RWD,F,5,V,8,PDS,Factory,2,False,L,Door23
2185,Jaguar,XFR-S,2015,Jag. XRF-S '15,Sport Luxury,GBR,570,6.6,2.9,2.6,4,410,557,550,1987,4381,681,502,RWD,F,5,V,8,PDS,Factory,4,False,R,Door45
2235,Jaguar,XKR-S GT,2015,Jag. XKR-S GT '15,Modern Sport Touring,GBR,646,6.1,3.6,3.3,4.7,404,549,542,1804,3977,679,501,RWD,F,5,V,8,PDS,Factory,2,False,L,Door23
489,Jaguar,XJ220,1993,Jag. XJ220 '93,Exotic GT Classics,GBR,700,7,3.6,3.8,5.5,404,549,542,1470,3241,641,473,RWD,MR,3.5,V,6,TT,Factory,2,False,L,Door23
3293,Jaguar,XJ220S TWR,1993,Jag. XJ220S '93,Exotic GT Classics,GBR,786,7.9,4.2,4.5,6.4,507,689,680,1079,2379,713,526,RWD,MR,3.5,V,6,TT,Factory,2,False,L,Door23
3287,Jaguar,Sport XJR-15,1991,Jag. XJR-15 '91,Exotic GT Classics,GBR,740,6.5,3.7,4.1,5.6,336,457,451,1050,2315,569,420,RWD,MR,6,V,12,NA,Factory,2,False,R,Door23
2826,Jaguar,#1 Jaguar Racing XJR-9,1988,Jag. #1 XJR-9,GTP/C,GBR,969,6.2,10,10,8.8,559,760,750,881,1942,828,611,RWD,MR,7,V,12,NA,Race,2,False,R,Door23
2800,Jaguar,#44 Group 44 XJR-5,1983,Jag. #44 XJR-15,GTP/C,GBR,928,7.2,9.2,9.9,7.5,391,532,524,921,2030,584,431,RWD,MR,5.3,V,12,NA,Race,2,False,R,Door23
336,Jaguar,E-type,1961,Jag. E-Type,Vintage Le Mans Sportscars,GBR,304,1.5,1.3,1.5,1.9,198,269,266,1315,2899,353,260,RWD,F,3.8,I,6,NA,Factory,2,False,R,Door23
2559,Jaguar,Mk II 3.8,1959,Jag. Mk II '59,Sport Coupe Icons,GBR,252,1,1,1,1.6,164,223,220,1524,3360,326,240,RWD,F,3.8,I,6,NA,Factory,4,False,R,Door45
1301,Jaguar,D-Type,1956,Jag. D-Type,Vintage Le Mans Sportscars,GBR,493,4.7,2.3,2.9,2.3,183,249,245,953,2101,328,242,RWD,F,3.4,I,6,NA,Race,0,True,R,Open
3315,Koenigsegg,Jesko,2020,Koe. Jesko '20,Modern Hypercars,SWE,941,10,6.3,6.3,7.8,1195,1625,1603,1420,3131,1500,1106,RWD,MR,5.1,V,8,TT,Factory,2,False,L,Door23
2910,Koenigsegg,Agera RS,2017,Koe. Agera '17,Modern Hypercars,SWE,905,10,5.6,5.5,7.8,1000,1360,1341,1395,3075,1369,1010,RWD,MR,5.1,V,8,TT,Factory,2,False,L,Door23
3492,KTM,X-Bow GT2,2020,KTM X-Bow GT2,Forza GT,AUT,849,5.1,6.6,6.8,6.7,447,608,599,1138,2509,720,531,RWD,MR,2.5,I,5,T,Race,2,False,L,Door23
3035,KTM,X-Bow GT4,2018,KTM X-Bow GT4,Forza GT,AUT,750,2.5,7.3,7.3,4.9,243,330,326,1025,2260,400,295,RWD,MR,2,I,4,T,Race,2,False,L,Door23
1653,KTM,X-Bow R,2013,KTM X-Bow R '13,Track Toys,AUT,685,2,5.4,5.3,4.6,220,299,295,810,1786,400,295,RWD,MR,2,I,4,T,Factory,0,True,L,Open
3759,Lamborghini,Huracán EVO Spyder,2022,Huracán Spyder,Modern Sport GT,ITA,736,6.3,3.9,3.6,5.5,470,639,630,1785,3935,600,443,AWD,MR,5.2,V,10,NA,Factory,2,False,L,Door23
3606,Lamborghini,Essenza SCV12,2020,L. Essenza SCV12,Forza GT,ITA,923,7.2,8.3,8.2,6.9,610,829,818,1447,3190,800,590,RWD,MR,6.5,V,12,NA,Race,2,False,L,Door23
3371,Lamborghini,Huracán EVO,2020,L. Huracán E '20,Modern Sport GT,ITA,752,6.3,4.1,3.8,5.8,470,639,630,1665,3671,600,443,AWD,MR,5.2,V,10,NA,Factory,2,False,L,Door23
3672,Lamborghini,Huracán STO,2020,L. Huracán S '20,Modern Sport GT,ITA,766,6,5,4.7,6.4,470,639,630,1512,3333,565,417,RWD,MR,5.2,V,10,NA,Factory,2,False,L,Door23
3633,Lamborghini,Sián FKP 37,2019,L. Sián '19,Modern Hypercars,ITA,806,7.6,4.4,4.2,7,603,820,809,1892,4171,754,556,AWD,MR,6.5,V,12,NA,Factory,2,False,L,Door23
3239,Lamborghini,#63 Squadra Corse Huracán Super Trofeo Evo,2018,L. #63 Huracán,Forza GT,ITA,824,5,6.5,6.6,6.1,456,620,612,1358,2994,570,420,RWD,MR,5.2,V,10,NA,Race,2,False,L,Door23
3289,Lamborghini,Aventador SVJ,2018,L. Aventador '18,Modern Exotic GT,ITA,823,7.3,5,4.9,7.1,566,770,759,1736,3827,720,531,AWD,MR,6.5,V,12,NA,Factory,2,False,L,Door23
3217,Lamborghini,Huracán Performante,2018,L. Huracán '18,Modern Sport GT,ITA,781,6.3,4.6,4.4,6.2,470,639,630,1555,3428,600,443,AWD,MR,5.2,V,10,NA,Factory,2,False,L,Door23
2479,Lamborghini,Aventador Superveloce,2016,Aventador '16,Modern Exotic GT,ITA,785,7.1,4.4,4.2,6.7,552,751,740,1754,3867,690,509,AWD,MR,6.5,V,12,NA,Factory,2,False,L,Door23
2616,Lamborghini,Centenario LP 770-4,2016,L. Centenario 16,Modern Exotic GT,ITA,803,7.2,4.5,4.4,6.9,566,770,759,1764,3889,690,509,AWD,MR,6.5,V,12,NA,Factory,2,False,L,Door23
2379,Lamborghini,#63 Squadra Corse Huracán LP620-2 Super Trofeo,2015,#63 Lambo Super,Forza GT,ITA,814,4.1,6.6,6.4,6.4,456,620,612,1358,2994,570,420,RWD,MR,5.2,V,10,NA,Race,2,False,L,Door23
2164,Lamborghini,Huracán LP 610-4,2014,Lambo Huracán,Modern Sport GT,ITA,763,6.7,4,3.8,6.2,449,610,602,1553,3424,560,413,AWD,MR,5.2,V,10,NA,Factory,2,False,L,Door23
2042,Lamborghini,Veneno,2013,L. Veneno '13,Modern Hypercars,ITA,833,7.1,5.6,5.6,6.9,552,751,740,1517,3344,690,509,AWD,MR,6.5,V,12,NA,Factory,2,False,L,Door23
1583,Lamborghini,Aventador J,2012,L. Aventador '12,Modern Exotic GT,ITA,777,6.7,4.2,4.1,6.8,515,700,691,1622,3576,690,509,AWD,MR,6.5,V,12,NA,Factory,2,False,L,Door23
1322,Lamborghini,Gallardo LP 570-4 Superleggera,2011,L. Gallardo '11,Modern Sport GT,ITA,731,7,3.6,3.7,5,419,570,562,1574,3470,540,398,AWD,MR,5.2,V,10,NA,Factory,2,False,L,Door23
1392,Lamborghini,Sesto Elemento,2011,Lambo Sesto,Modern Sport GT,ITA,819,6.5,4.6,4.6,7.2,419,570,562,999,2202,540,398,AWD,MR,5.2,V,10,NA,Factory,2,False,L,Door23
1173,Lamborghini,Murciélago LP 670-4 SV,2010,Lambo Murcielago,Modern Exotic GT,ITA,755,6.8,4.1,3.9,5.2,493,670,661,1655,3649,660,487,AWD,MR,6.5,V,12,NA,Factory,2,False,L,Door23
1125,Lamborghini,Reventón,2008,Lambo Revénton,Modern Exotic GT,ITA,719,7.4,3.6,3.5,4.3,478,650,641,1845,4068,660,487,AWD,MR,6.5,V,12,NA,Factory,2,False,L,Door23
324,Lamborghini,Diablo GTR,1999,L. Diablo GTR 99,Early Factory Racecars,ITA,748,6.7,4.9,5,4.9,440,598,590,1475,3252,640,472,RWD,MR,6,V,12,NA,Race,2,False,L,Door23
325,Lamborghini,Diablo SV,1997,L. Diablo SV '97,Exotic GT Classics,ITA,653,6.9,3,3.3,4.5,395,537,530,1576,3474,605,446,RWD,MR,5.7,V,12,NA,Factory,2,False,L,Door23
316,Lamborghini,Countach LP5000 QV,1988,L. Countach '88,Exotic GT Classics,ITA,588,4.4,2.7,3.1,3.9,339,461,455,1490,3285,500,369,RWD,MR,5.2,V,12,NA,Factory,2,False,L,Door23
3191,Lamborghini,Espada 400 GT,1973,L. Espada '73,Vintage Exotic GT,ITA,357,2.7,1.5,1.7,2.5,261,355,350,1635,3605,393,290,RWD,F,3.9,V,12,NA,Factory,2,False,L,Door23
2207,Lamborghini,Jarama S,1972,L. Jarama S '72,Vintage Exotic GT,ITA,377,2.8,1.7,1.7,2.8,272,370,365,1535,3384,407,300,RWD,F,3.9,V,12,NA,Factory,2,False,L,Door23
637,Lamborghini,Miura P400,1967,L. Miura '67,Vintage Exotic GT,ITA,402,3.5,1.6,1.8,2.9,261,355,350,1292,2848,369,272,RWD,MR,3.9,V,12,NA,Factory,2,False,L,Door23
323,Lancia,Delta HF Integrale EVO,1992,Lancia Delta '92,Hot Hatch Icons,ITA,309,1.6,1.6,1.6,2,157,213,211,1340,2954,304,224,AWD,F,2,I,4,T,Factory,4,False,L,Door45
3520,Lexus,LC 500,2021,Lexus LC 500 '21,Sport Luxury,USA,542,5.8,2.7,2.6,3.6,351,477,471,1935,4266,540,398,RWD,F,5,V,8,NA,Factory,2,False,L,Door23
3457,Lexus,#14 VASSER SULLIVAN RC F GT3,2020,Lexus #14 RC F,Forza GT,USA,784,4.7,6.2,6.3,5.4,373,507,500,1415,3120,549,405,RWD,F,5.4,V,8,NA,Race,2,False,L,Door23
3546,Lexus,RC F Track Edition,2020,Lexus RC F T '20,Modern Sport Coupe,USA,575,5.8,3.3,3,3.8,352,479,472,1715,3781,536,395,RWD,F,5,V,8,NA,Factory,2,False,L,Door23
2175,Lexus,RC F,2015,Lexus RC F '15,Modern Sport Coupe,USA,542,6.4,2.7,2.8,3.4,348,473,467,1795,3957,526,388,RWD,F,5,V,8,NA,Factory,2,False,L,Door23
2097,Lexus,IS 350 F Sport,2014,Lexus IS 350 '14,Modern Sport Touring,USA,417,4.3,2,2.1,2.8,228,310,306,1630,3594,376,277,RWD,F,3.5,V,6,NA,Factory,4,False,L,Door45
1535,Lexus,GS350 F Sport,2013,Lexus GS350 '13,Sport Luxury,USA,459,4.7,2.1,2.3,2.7,228,310,306,1801,3971,376,277,AWD,F,3.5,V,6,NA,Factory,4,False,L,Door45
1260,Lexus,LFA,2010,Lexus LFA '10,Modern Sport GT,USA,697,6,4.1,3.9,5,412,560,553,1480,3263,480,354,RWD,F,4.8,V,10,NA,Factory,2,False,L,Door23
3365,Ligier,#11 Eurointernational JS P3,2016,Ligier #11 JS P3,Forza P3,FRA,897,3.9,9.1,9.3,6.7,313,426,420,1005,2216,530,391,RWD,MR,5,V,8,NA,Race,2,False,L,Door23
2312,Lola,#10 Simoniz Special T163,1969,Lola #10 T163,Prototype Group Racing,GBR,840,5.7,6,6.2,9.3,459,624,616,910,2006,759,560,RWD,MR,7,V,8,NA,Race,2,True,R,Door23
2423,Lola,#6 Sunoco T70 MkIIIB,1969,Lola #6 T70,Prototype Group Racing,GBR,798,5.2,5.9,6.2,7.1,343,466,460,970,2138,536,395,RWD,MR,5,V,8,NA,Race,2,False,R,Door23
3716,Lotus,Emira,2023,Lotus Emira '23,Modern Sport GT,GBR,600,4.6,3.7,3.7,3.7,298,405,400,1405,3097,420,310,RWD,MR,3.5,V,6,PDS,Factory,2,False,L,Door23
3449,Lotus,Evija,2020,Lotus Evija '20,Modern Exotic GT,GBR,931,6.7,4.7,4.8,4.6,1471,2000,1973,1680,3704,1699,1253,AWD,MR,0,E,0,EV,Factory,2,False,L,Door23
2541,Lotus,3-Eleven,2016,Lotus 3-Eleven,Track Toys,GBR,734,3.9,4.9,4.7,6.5,306,416,410,970,2138,417,308,RWD,MR,3.5,V,6,PDS,Factory,0,True,L,Open
2165,Lotus,Evora S,2011,Lotus Evora '11,Modern Sport Coupe,GBR,588,4.6,3.2,3.3,3.8,257,349,345,1437,3168,400,295,RWD,MR,3.5,V,6,PDS,Factory,2,False,R,Door23
335,Lotus,Esprit V8,2002,Lotus Esprit '02,Sport GT Icons,GBR,579,5.1,2.7,3,4,261,355,350,1293,2851,400,295,RWD,MR,3.5,V,8,TT,Factory,2,False,R,Door23
3301,Lotus,#12 Team Lotus 98T,1986,Lotus #12 98T,Grand Prix Rivals,GBR,999,7.1,10,10,8.8,671,912,900,686,1512,655,483,RWD,MR,1.5,V,6,TT,Race,0,True,C,Open
2266,Lotus,#5 Team Lotus 77,1976,#5 Lotus 77,Formula 70s,GBR,877,4.2,7.8,7.9,7.9,347,472,465,686,1512,353,260,RWD,MR,3,V,8,NA,Race,0,True,C,Open
330,Lotus,Elan Sprint,1971,Lotus Elan '71,Vintage Sport Compact,GBR,272,1,1.1,1.3,1.6,94,128,126,744,1640,153,113,RWD,F,1.6,I,4,NA,Factory,2,False,R,Door23
2024,Lotus,Type 49,1967,Lotus Type 49,Formula 60s,GBR,761,5.4,4.4,4.5,6.3,301,409,404,605,1334,350,258,RWD,MR,3,V,8,NA,Race,0,True,C,Open
3309,Lotus,#1 Team Lotus Type 40,1965,Lotus Type 40,Vintage Le Mans Prototypes,GBR,736,5.9,3.8,4.2,6.5,336,457,451,946,2086,550,406,RWD,MR,5.8,V,8,NA,Race,2,True,R,Door23
3268,Lotus,Team Lotus type 35,1965,Lotus Type 35,Formula 60s,GBR,710,4.4,4.2,4.5,6.1,205,279,275,594,1310,285,210,RWD,MR,3,V,8,NA,Race,0,True,C,Open
3677,Lynk & Co,03+,2021,Lynk 03 '21,Modern Sport Compact,CHN,415,3.6,2.3,2.4,2.4,187,254,251,1615,3560,350,258,AWD,F,2,I,4,T,Factory,4,False,L,Door45
3552,Lynk & Co,#62 Cyan Racing 03,2020,Lynk #62 03,Forza Touring Cars,CHN,688,3.1,5.1,5.3,3.8,254,345,341,1320,2910,409,302,FWD,F,2,I,4,T,Race,4,False,L,Door45
2051,Maserati,Ghibli S Q4,2014,Mas. Ghibli '14,Sport Luxury,ITA,537,4.5,2.5,2.5,3.6,301,409,404,1870,4123,549,405,AWD,F,3,V,6,TT,Factory,4,False,L,Door45
391,Maserati,MC12,2004,Mas. MC12 '04,Exotic GT Classics,ITA,759,6.9,4.7,4.8,6.1,465,632,624,1425,3142,652,481,RWD,MR,6,V,12,NA,Factory,2,False,L,Door23
1513,Maserati,Ghibli Cup,1997,Mas. Ghibli '97,Sport Touring Classics,ITA,475,4.6,2.2,2.4,3.3,243,330,326,1365,3009,370,273,RWD,F,2,V,6,TT,Factory,2,False,L,Door23
1524,Maserati,Tipo 61 Birdcage,1961,Mas. Tipo 61,Vintage Le Mans Sportscars,ITA,595,3.9,2.8,2.8,4.4,187,254,251,600,1323,309,228,RWD,F,2.9,I,4,NA,Race,2,True,R,Door23
1462,Maserati,300 S,1957,Mas. 300 S,Vintage Le Mans Sportscars,ITA,554,3.9,2.6,3.1,3.3,194,264,260,780,1720,335,247,RWD,F,3,I,6,NA,Factory,2,True,R,Door23
2506,Maserati,A6GCS/53 PininFarina Berlinetta,1953,Mas. A6GCS,Vintage Le Mans Sportscars,ITA,290,1.9,1.1,1.3,1.7,127,173,170,900,1984,183,135,RWD,F,2,I,6,NA,Factory,2,False,L,Door23
2068,Maserati,8CTF,1939,Mas. 8CTF,The Birth of Grand Prix,ITA,606,5,2.4,2.9,4,268,364,359,892,1967,450,332,RWD,F,3,I,8,PDS,Race,0,True,C,Open
3080,Matra-Simca,#146 Equipe Matra-Simca MS650 Tour de France,1970,Matra #146 MS650,Vintage Le Mans Prototypes,FRA,775,5.2,5,5.3,6.8,306,416,410,829,1828,339,250,RWD,MR,3,V,12,NA,Race,2,True,R,Door23
3798,Mazda,MX-5 Cup,2017,Mazda MX-5 C '17,Forza Specials,JPN,477,1.6,3.5,3.6,2.3,135,184,181,1077,2374,205,151,RWD,F,2.4,I,4,NA,Race,2,True,L,Door23
2267,Mazda,MX-5,2016,Mazda MX-5 '16,Modern Sport Compact,JPN,377,1.9,2.2,2.5,2.3,116,158,156,1048,2310,201,148,RWD,F,2,I,4,NA,Factory,2,True,L,Door23
2083,Mazda,Formula Mazda,2015,Formula Mazda 15,Formula Mazda Spec,JPN,699,2.4,5.8,6.2,4.1,134,182,180,555,1224,216,159,RWD,MR,1.3,R,2,NA,Race,0,True,C,Open
2240,Mazda,#70 SpeedSource Lola B12/80,2014,Mazda #70 B12/80,Forza P2,JPN,949,5.6,10,10,6.6,336,457,451,952,2099,746,550,RWD,MR,2.2,I,4,TT,Race,2,False,C,Door23
2004,Mazda,MX-5,2013,Mazda MX-5 '13,Modern Sport Compact,JPN,345,2.4,1.9,2.3,2,125,170,168,1176,2593,190,140,RWD,F,2,I,4,NA,Factory,2,False,L,Door23
1426,Mazda,RX-8 R3,2011,Mazda RX-8 '11,Modern Sport Compact,JPN,369,2.8,2.1,2.3,2.1,173,235,232,1390,3064,216,159,RWD,F,1.3,R,2,NA,Factory,2,False,L,Door23
425,Mazda,RX-7 Spirit R Type-A,2002,Mazda RX-7 '02,Early Sport Compact,JPN,519,4.7,2.6,2.9,3.2,206,280,276,1270,2800,313,231,RWD,F,1.3,R,2,TT,Factory,2,False,R,Door23
424,Mazda,RX-7,1997,Mazda RX-7 '97,Early Sport Compact,JPN,462,4.7,2.2,2.4,2.9,195,265,261,1284,2831,294,217,RWD,F,1.3,R,2,TT,Factory,2,False,R,Door23
1110,Mazda,MX-5 Miata,1994,Mazda MX-5 '94,Early Sport Compact,JPN,287,1,1.8,2.1,1.6,95,129,127,1057,2330,149,110,RWD,F,1.8,I,4,NA,Factory,2,False,L,Door23
